:ID,:LABEL,ARGUMENT_INDEX:int,ARGUMENT_NAME,CANONICAL_NAME:string,CODE:string,COLUMN_NUMBER:int,LINE_NUMBER:int,ORDER:int
55834575137,FIELD_IDENTIFIER,2,,length,length,20,1173,2
55834575138,FIELD_IDENTIFIER,2,,toUTCString,toUTCString,19,1179,2
55834575139,FIELD_IDENTIFIER,2,,replace,replace,19,1180,2
55834575140,FIELD_IDENTIFIER,2,,cookie,cookie,53,1184,2
55834575141,FIELD_IDENTIFIER,2,,length,length,24,1206,2
55834575142,FIELD_IDENTIFIER,2,,removeItem,removeItem,21,1209,2
55834575143,FIELD_IDENTIFIER,2,,type,type,16,1220,2
55834575144,FIELD_IDENTIFIER,2,,getItem,getItem,16,1221,2
55834575145,FIELD_IDENTIFIER,2,,setItem,setItem,16,1222,2
55834575146,FIELD_IDENTIFIER,2,,removeItem,removeItem,16,1223,2
55834575147,FIELD_IDENTIFIER,2,,type,type,16,1229,2
55834575148,FIELD_IDENTIFIER,2,,getItem,getItem,16,1230,2
55834575149,FIELD_IDENTIFIER,2,,setItem,setItem,16,1233,2
55834575150,FIELD_IDENTIFIER,2,,removeItem,removeItem,16,1236,2
55834575151,FIELD_IDENTIFIER,2,,setItem,setItem,12,1248,2
55834575152,FIELD_IDENTIFIER,2,,setItem,setItem,20,1263,2
55834575153,FIELD_IDENTIFIER,2,,getItem,getItem,28,1264,2
55834575154,FIELD_IDENTIFIER,2,,removeItem,removeItem,27,1265,2
55834575155,FIELD_IDENTIFIER,2,,getItem,getItem,53,1265,2
55834575156,FIELD_IDENTIFIER,2,,length,length,24,1279,2
55834575157,FIELD_IDENTIFIER,2,,getItem,getItem,21,1282,2
55834575158,FIELD_IDENTIFIER,2,,getItem,getItem,23,1291,2
55834575159,FIELD_IDENTIFIER,2,,length,length,26,1297,2
55834575160,FIELD_IDENTIFIER,2,,setItem,setItem,21,1301,2
55834575161,FIELD_IDENTIFIER,2,,splice,splice,19,1334,2
55834575162,FIELD_IDENTIFIER,2,,length,length,32,1334,2
55834575163,FIELD_IDENTIFIER,2,,shift,shift,14,1336,2
55834575164,FIELD_IDENTIFIER,2,,hasOwnProperty,hasOwnProperty,24,1340,2
55834575165,FIELD_IDENTIFIER,2,,hasOwnProperty,hasOwnProperty,11,1343,2
55834575166,FIELD_IDENTIFIER,2,,push,push,42,1345,2
55834575167,FIELD_IDENTIFIER,2,,push,push,22,1351,2
55834575168,FIELD_IDENTIFIER,2,,ttl,ttl,14,1364,2
55834575169,FIELD_IDENTIFIER,2,,val,val,14,1365,2
55834575170,FIELD_IDENTIFIER,2,,ff,ff,18,1354,2
55834575171,FIELD_IDENTIFIER,2,,ttl,ttl,16,1355,2
55834575172,FIELD_IDENTIFIER,2,,args,args,16,1356,2
55834575173,FIELD_IDENTIFIER,2,,stack,stack,19,1375,2
55834575174,FIELD_IDENTIFIER,2,,length,length,22,1385,2
55834575175,FIELD_IDENTIFIER,2,,cookie,cookie,23,1386,2
55834575176,FIELD_IDENTIFIER,2,,split,split,16,1387,2
55834575177,FIELD_IDENTIFIER,2,,concat,concat,27,1387,2
55834575178,FIELD_IDENTIFIER,2,,length,length,14,1388,2
55834575179,FIELD_IDENTIFIER,2,,pop,pop,35,1388,2
55834575180,FIELD_IDENTIFIER,2,,split,split,41,1388,2
55834575181,FIELD_IDENTIFIER,2,,shift,shift,52,1388,2
55834575182,FIELD_IDENTIFIER,2,,split,split,11,1392,2
55834575183,FIELD_IDENTIFIER,2,,reduce,reduce,11,1393,2
55834575184,FIELD_IDENTIFIER,2,,name,name,34,1411,2
55834575185,FIELD_IDENTIFIER,2,,indexOf,indexOf,39,1411,2
55834575186,FIELD_IDENTIFIER,2,,some,some,18,1410,2
55834575187,FIELD_IDENTIFIER,2,,initiatorType,initiatorType,24,1412,2
55834575188,FIELD_IDENTIFIER,2,,performance,performance,14,1406,2
55834575189,FIELD_IDENTIFIER,2,,performance,performance,14,1407,2
55834575190,FIELD_IDENTIFIER,2,,getEntriesByType,getEntriesByType,26,1407,2
55834575191,FIELD_IDENTIFIER,2,,performance,performance,14,1408,2
55834575192,FIELD_IDENTIFIER,2,,getEntriesByType,getEntriesByType,26,1408,2
55834575193,FIELD_IDENTIFIER,2,,filter,filter,55,1408,2
55834575194,FIELD_IDENTIFIER,2,,isArray,isArray,18,1415,2
55834575195,FIELD_IDENTIFIER,2,,length,length,34,1415,2
55834575196,FIELD_IDENTIFIER,2,,round,round,43,1417,2
55834575197,FIELD_IDENTIFIER,2,,transferSize,transferSize,51,1417,2
55834575198,FIELD_IDENTIFIER,2,,name,name,34,1418,2
55834575199,FIELD_IDENTIFIER,2,,resourceSize,resourceSize,10,1421,2
55834575200,FIELD_IDENTIFIER,2,,resourcePath,resourcePath,10,1422,2
55834575201,FIELD_IDENTIFIER,2,,length,length,53,1433,2
55834575202,FIELD_IDENTIFIER,2,,length,length,24,1434,2
55834575203,FIELD_IDENTIFIER,2,,charCodeAt,charCodeAt,27,1437,2
55834575204,FIELD_IDENTIFIER,2,,buffer,buffer,25,1438,2
55834575205,FIELD_IDENTIFIER,2,,instance,instance,44,1444,2
55834575206,FIELD_IDENTIFIER,2,,exports,exports,53,1444,2
55834575207,FIELD_IDENTIFIER,2,,WebAssembly,WebAssembly,17,1427,2
55834575208,FIELD_IDENTIFIER,2,,WebAssembly,WebAssembly,55,1427,2
55834575209,FIELD_IDENTIFIER,2,,instantiate,instantiate,67,1427,2
55834575210,FIELD_IDENTIFIER,2,,instantiate,instantiate,24,1430,2
55834575211,FIELD_IDENTIFIER,2,,then,then,15,1443,2
55834575212,FIELD_IDENTIFIER,2,,catch,catch,15,1446,2
55834575213,FIELD_IDENTIFIER,2,,getTime,getTime,34,1516,2
55834575214,FIELD_IDENTIFIER,2,,random,random,51,1516,2
55834575215,FIELD_IDENTIFIER,2,,replace,replace,19,1517,2
55834575216,FIELD_IDENTIFIER,2,,charCodeAt,charCodeAt,36,1517,2
55834575217,FIELD_IDENTIFIER,2,,split,split,19,1518,2
55834575218,FIELD_IDENTIFIER,2,,slice,slice,19,1519,2
55834575219,FIELD_IDENTIFIER,2,,length,length,20,1521,2
55834575220,FIELD_IDENTIFIER,2,,random,random,35,1525,2
55834575221,FIELD_IDENTIFIER,2,,random,random,30,1526,2
55834575222,FIELD_IDENTIFIER,2,,clockseq,clockseq,39,1531,2
55834575223,FIELD_IDENTIFIER,2,,clockseq,clockseq,52,1531,2
55834575224,FIELD_IDENTIFIER,2,,msecs,msecs,27,1532,2
55834575225,FIELD_IDENTIFIER,2,,msecs,msecs,37,1532,2
55834575226,FIELD_IDENTIFIER,2,,nsecs,nsecs,27,1533,2
55834575227,FIELD_IDENTIFIER,2,,nsecs,nsecs,37,1533,2
55834575228,FIELD_IDENTIFIER,2,,clockseq,clockseq,33,1536,2
55834575229,FIELD_IDENTIFIER,2,,nsecs,nsecs,44,1537,2
55834575230,FIELD_IDENTIFIER,2,,node,node,23,1554,2
55834575231,FIELD_IDENTIFIER,2,,length,length,26,1589,2
55834575232,FIELD_IDENTIFIER,2,,trim,trim,25,1590,2
55834575233,FIELD_IDENTIFIER,2,,random,random,31,1672,2
55834575234,FIELD_IDENTIFIER,2,,stack,stack,26,1689,2
55834575235,FIELD_IDENTIFIER,2,,indexOf,indexOf,32,1689,2
55834575236,FIELD_IDENTIFIER,2,,userAgent,userAgent,23,1683,2
55834575237,FIELD_IDENTIFIER,2,,indexOf,indexOf,33,1683,2
55834575238,FIELD_IDENTIFIER,2,,onerror,onerror,15,1686,2
